transaction_id,customer_id,amount,transaction_hour,is_new_device,device_age_days,location_change,distance_from_last_transaction,transactions_last_10min,failed_attempts,avg_customer_amount,amount_deviation,customer_account_age_days,payment_method,fraud,ml_score,behavioural_score,risk_score,risk_level,recommended_action,risk_reasons
TXN001949,12071,852.53,20,0,205,0,60,1,0,480.95,1.77,1263,NETBANKING,0,27.09,0,10.84,LOW,ALLOW,No major risk signals
TXN001950,10403,2045.46,19,0,223,0,4,2,1,900.53,2.27,1700,NETBANKING,0,7.12,7,7.05,LOW,ALLOW,Above-normal amount
TXN001951,12852,1308.71,10,0,973,0,76,3,0,791.56,1.65,312,NETBANKING,0,18.06,8,12.03,LOW,ALLOW,Elevated velocity
TXN001952,10515,1048.16,20,0,366,0,44,1,0,804.41,1.3,936,WALLET,0,37.22,0,14.89,LOW,ALLOW,No major risk signals
TXN001953,12779,1187.78,8,0,1232,0,37,0,0,367.17,3.23,1452,CARD,0,32.03,7,17.01,LOW,ALLOW,Above-normal amount
TXN001954,11387,1171.03,11,0,673,0,29,5,0,1006.05,1.16,173,UPI,1,78.88,20,43.55,MEDIUM,STEP-UP VERIFICATION,High velocity
TXN001955,12579,168.99,5,0,110,0,12,0,0,735.84,0.23,929,CARD,0,6.9,0,2.76,LOW,ALLOW,No major risk signals
TXN001956,10955,2396.24,18,0,190,1,856,1,0,357.55,6.68,1178,UPI,0,38.74,50,45.5,MEDIUM,STEP-UP VERIFICATION,Location change | High amount deviation | Large distance | Location change + large distance
TXN001957,12199,817.33,2,0,436,0,82,1,1,259.93,3.13,1846,NETBANKING,0,7.96,7,7.39,LOW,ALLOW,Above-normal amount
TXN001958,11712,1638.36,0,0,1234,0,37,1,1,301.05,5.42,363,UPI,0,9.25,15,12.7,LOW,ALLOW,High amount deviation
TXN001959,12994,126.49,14,0,1322,0,95,0,1,448.84,0.28,711,UPI,0,8.06,0,3.22,LOW,ALLOW,No major risk signals
TXN001960,10607,3684.33,14,0,523,0,98,2,0,132.2,27.66,1162,UPI,0,23.72,20,21.49,LOW,ALLOW,Extreme amount deviation
TXN001961,12467,335.98,4,1,3,0,83,0,0,573.83,0.58,797,UPI,0,16.58,15,15.63,LOW,ALLOW,New device
TXN001962,11273,7786.45,21,0,1374,1,1870,1,1,1100.84,7.07,975,UPI,0,12.51,60,41.0,MEDIUM,STEP-UP VERIFICATION,Location change | Extreme amount deviation | Very large distance | Location change + large distance
TXN001963,12913,5439.02,23,0,1413,0,76,1,0,265.21,20.43,718,CARD,0,38.58,20,27.43,LOW,ALLOW,Extreme amount deviation
TXN001964,11535,291.14,10,0,583,0,89,4,2,437.88,0.66,1737,CARD,0,31.38,16,22.15,LOW,ALLOW,Elevated velocity | Repeated failed attempts
TXN001965,12625,1798.09,22,0,1148,0,47,1,0,918.95,1.95,870,UPI,0,49.55,0,19.82,LOW,ALLOW,No major risk signals
TXN001966,12382,378.18,0,0,385,1,781,1,0,343.29,1.1,847,CARD,0,31.8,35,33.72,LOW,ALLOW,Location change | Large distance | Location change + large distance
TXN001967,11441,521.39,22,0,399,0,93,3,1,278.42,1.87,955,UPI,0,16.21,8,11.28,LOW,ALLOW,Elevated velocity
TXN001968,12979,531.49,9,0,774,1,1449,3,0,329.45,1.61,1288,UPI,1,94.55,43,63.62,MEDIUM,STEP-UP VERIFICATION,Location change | Elevated velocity | Large distance | Location change + large distance
TXN001969,11797,1313.88,19,0,325,0,7,1,0,752.34,1.74,1598,UPI,0,10.13,0,4.05,LOW,ALLOW,No major risk signals
TXN001970,10294,1183.16,10,0,1155,0,72,1,0,539.78,2.19,490,UPI,1,67.85,7,31.34,LOW,ALLOW,Above-normal amount
TXN001971,10754,323.32,6,0,50,0,85,1,0,236.3,1.36,1654,CARD,0,22.39,0,8.95,LOW,ALLOW,No major risk signals
TXN001972,11394,1305.0,16,1,11,0,11,2,1,231.17,5.62,431,CARD,0,22.41,40,32.96,LOW,ALLOW,New device | High amount deviation | New device + unusual amount
TXN001973,10185,754.84,11,0,1005,0,18,1,0,684.19,1.1,1981,CARD,0,25.19,0,10.07,LOW,ALLOW,No major risk signals
TXN001974,11269,191.05,3,0,702,0,96,1,0,1090.32,0.18,870,CARD,1,75.29,0,30.12,LOW,ALLOW,No major risk signals
TXN001975,10636,620.84,11,1,12,0,63,2,0,868.74,0.71,117,CARD,0,21.97,15,17.79,LOW,ALLOW,New device
TXN001976,11291,3682.56,23,0,739,0,3,0,1,1849.46,1.99,1734,WALLET,0,14.54,0,5.82,LOW,ALLOW,No major risk signals
TXN001977,10529,638.91,2,0,583,0,1,1,2,258.25,2.46,1875,NETBANKING,0,14.71,15,14.88,LOW,ALLOW,Repeated failed attempts | Above-normal amount
TXN001978,12068,188.63,17,0,578,0,63,0,1,1072.58,0.18,1001,CARD,0,24.32,0,9.73,LOW,ALLOW,No major risk signals
TXN001979,12958,1794.17,11,0,1438,0,70,3,0,534.57,3.35,1314,UPI,0,24.27,15,18.71,LOW,ALLOW,Elevated velocity | Above-normal amount
TXN001980,12914,408.14,23,0,1386,0,2,2,1,1304.95,0.31,38,UPI,0,5.08,0,2.03,LOW,ALLOW,No major risk signals
TXN001981,10793,1077.36,23,0,68,0,71,0,0,631.91,1.7,124,UPI,0,51.0,0,20.4,LOW,ALLOW,No major risk signals
TXN001982,12147,775.74,18,0,76,0,8,1,0,509.39,1.52,556,NETBANKING,0,28.81,0,11.52,LOW,ALLOW,No major risk signals
TXN001983,12799,4013.5,12,0,1365,0,20,2,0,354.36,11.29,824,NETBANKING,0,26.01,20,22.4,LOW,ALLOW,Extreme amount deviation
TXN001984,10477,776.2,15,1,17,0,84,3,0,831.28,0.93,1986,CARD,0,8.03,23,17.01,LOW,ALLOW,New device | Elevated velocity
TXN001985,11622,339.37,7,0,215,0,55,0,0,1205.53,0.28,681,NETBANKING,0,26.24,0,10.49,LOW,ALLOW,No major risk signals
TXN001986,10939,602.74,5,0,953,0,95,2,0,1038.8,0.58,648,WALLET,1,56.74,0,22.7,LOW,ALLOW,No major risk signals
TXN001987,10525,315.94,9,0,1238,0,64,3,0,259.73,1.21,1847,UPI,0,16.0,8,11.2,LOW,ALLOW,Elevated velocity
TXN001988,12381,751.54,9,0,356,0,85,4,1,352.24,2.13,1581,UPI,0,21.46,15,17.59,LOW,ALLOW,Elevated velocity | Above-normal amount
TXN001989,10001,4041.3,5,0,139,1,1059,0,1,403.27,10.0,80,CARD,0,27.3,55,43.92,MEDIUM,STEP-UP VERIFICATION,Location change | Extreme amount deviation | Large distance | Location change + large distance
TXN001990,10374,2594.63,7,0,1253,0,61,0,0,185.97,13.88,403,UPI,0,11.26,20,16.5,LOW,ALLOW,Extreme amount deviation
TXN001991,12340,5089.89,17,0,202,0,72,1,0,331.35,15.31,1847,UPI,0,19.28,20,19.71,LOW,ALLOW,Extreme amount deviation
TXN001992,12884,1349.33,16,0,1374,0,58,2,0,548.14,2.46,619,UPI,0,57.51,7,27.21,LOW,ALLOW,Above-normal amount
TXN001993,10552,1013.98,9,0,545,0,78,2,1,991.71,1.02,618,CARD,0,29.9,0,11.96,LOW,ALLOW,No major risk signals
TXN001994,12365,384.31,1,0,90,0,79,2,1,260.81,1.47,547,UPI,0,14.99,0,6.0,LOW,ALLOW,No major risk signals
TXN001995,11525,1129.15,11,0,1224,1,1505,2,0,1469.07,0.77,1209,UPI,0,21.79,40,32.72,LOW,ALLOW,Location change | Very large distance | Location change + large distance
TXN001996,11851,803.67,19,0,1200,0,73,1,0,763.95,1.05,185,WALLET,0,56.5,0,22.6,LOW,ALLOW,No major risk signals
TXN001997,10380,1740.34,9,0,1395,0,8,3,0,995.71,1.75,22,UPI,0,11.26,8,9.3,LOW,ALLOW,Elevated velocity
TXN001998,11646,345.88,8,0,1182,0,79,1,0,914.84,0.38,679,CARD,0,28.8,0,11.52,LOW,ALLOW,No major risk signals
TXN001999,10013,938.97,15,0,688,0,11,0,0,610.96,1.53,233,NETBANKING,0,24.18,0,9.67,LOW,ALLOW,No major risk signals
TXN002000,10503,235.69,6,0,1104,0,41,1,0,492.86,0.48,1258,CARD,0,13.37,0,5.35,LOW,ALLOW,No major risk signals
TXN002001,12278,1196.28,8,0,1338,0,84,1,0,298.59,3.99,1487,UPI,0,20.05,7,12.22,LOW,ALLOW,Above-normal amount
TXN002002,12008,1594.62,23,0,1309,0,29,1,0,612.42,2.6,493,CARD,0,27.75,7,15.3,LOW,ALLOW,Above-normal amount
TXN002003,10129,226.27,5,0,1076,0,26,3,0,815.58,0.28,203,CARD,1,29.95,8,16.78,LOW,ALLOW,Elevated velocity
TXN002004,10837,287.5,9,0,798,0,57,1,0,933.57,0.31,134,CARD,1,71.38,0,28.55,LOW,ALLOW,No major risk signals
TXN002005,12938,298.39,6,0,1114,1,1188,0,0,834.21,0.36,528,WALLET,0,35.72,35,35.29,LOW,ALLOW,Location change | Large distance | Location change + large distance
TXN002006,12040,772.03,17,1,6,0,54,1,0,391.72,1.97,321,WALLET,0,25.9,15,19.36,LOW,ALLOW,New device
TXN002007,10027,273.73,10,0,822,0,91,1,0,2303.02,0.12,1319,CARD,0,7.83,0,3.13,LOW,ALLOW,No major risk signals
TXN002008,12113,2897.83,0,0,1185,0,55,0,0,390.87,7.39,1783,NETBANKING,0,13.65,20,17.46,LOW,ALLOW,Extreme amount deviation
TXN002009,11252,1300.79,20,0,906,1,1949,1,0,538.96,2.41,576,NETBANKING,0,36.19,47,42.68,MEDIUM,STEP-UP VERIFICATION,Location change | Above-normal amount | Very large distance | Location change + large distance
TXN002010,10260,1493.96,23,1,15,1,1103,1,0,720.75,2.07,739,NETBANKING,0,29.1,67,51.84,MEDIUM,STEP-UP VERIFICATION,New device | Location change | Above-normal amount | Large distance | New device + location change | Location change + large distance
TXN002011,12046,232.6,18,0,581,0,85,0,0,776.8,0.3,1250,NETBANKING,0,16.71,0,6.69,LOW,ALLOW,No major risk signals
TXN002012,11472,2695.13,22,0,306,1,288,3,0,844.97,3.19,1450,UPI,0,23.24,30,27.3,LOW,ALLOW,Location change | Elevated velocity | Above-normal amount
TXN002013,11447,1559.57,4,0,788,0,12,0,1,70.39,21.85,1203,UPI,0,5.9,20,14.36,LOW,ALLOW,Extreme amount deviation
TXN002014,10459,502.71,23,0,1191,0,40,0,0,293.39,1.71,527,UPI,0,18.38,0,7.35,LOW,ALLOW,No major risk signals
TXN002015,10300,242.14,5,0,351,0,94,1,0,365.07,0.66,273,CARD,0,8.21,0,3.28,LOW,ALLOW,No major risk signals
TXN002016,12966,841.59,21,1,4,0,87,0,0,181.57,4.61,850,NETBANKING,0,24.24,40,33.7,LOW,ALLOW,New device | High amount deviation | New device + unusual amount
TXN002017,12334,603.98,6,0,275,0,16,3,0,580.57,1.04,1673,CARD,0,30.57,8,17.03,LOW,ALLOW,Elevated velocity
TXN002018,10629,625.66,22,0,1030,0,78,0,0,307.81,2.03,596,UPI,0,19.02,7,11.81,LOW,ALLOW,Above-normal amount
TXN002019,10269,492.94,3,1,15,0,39,1,0,665.43,0.74,225,UPI,0,16.39,15,15.56,LOW,ALLOW,New device
TXN002020,12639,1657.76,15,0,1166,0,61,1,1,397.34,4.16,335,UPI,0,32.85,15,22.14,LOW,ALLOW,High amount deviation
TXN002021,11993,98.45,9,0,155,0,15,0,0,450.33,0.22,561,UPI,0,7.3,0,2.92,LOW,ALLOW,No major risk signals
TXN002022,11628,3027.34,14,0,295,0,6,1,0,452.0,6.68,705,WALLET,0,21.85,15,17.74,LOW,ALLOW,High amount deviation
TXN002023,11801,2097.29,12,1,11,0,48,3,1,284.7,7.34,601,UPI,1,97.04,53,70.61,HIGH,MANUAL REVIEW,New device | Elevated velocity | Extreme amount deviation | New device + unusual amount
TXN002024,12891,1073.93,7,0,167,0,60,2,0,481.18,2.23,1818,CARD,0,37.38,7,19.15,LOW,ALLOW,Above-normal amount
TXN002025,10861,794.35,21,0,1299,0,77,2,0,432.8,1.83,353,UPI,0,14.35,0,5.74,LOW,ALLOW,No major risk signals
TXN002026,11280,2254.3,12,0,1291,0,98,3,0,148.19,15.11,1936,UPI,0,3.71,28,18.29,LOW,ALLOW,Elevated velocity | Extreme amount deviation
TXN002027,12180,866.17,23,0,1356,0,86,0,0,1110.14,0.78,1841,CARD,0,9.85,0,3.94,LOW,ALLOW,No major risk signals
TXN002028,11799,708.63,6,0,550,0,9,2,0,184.29,3.82,1137,NETBANKING,0,27.16,7,15.07,LOW,ALLOW,Above-normal amount
TXN002029,11706,2363.53,16,0,1099,0,64,3,0,250.94,9.38,517,CARD,0,37.99,28,32.0,LOW,ALLOW,Elevated velocity | Extreme amount deviation
TXN002030,12560,5320.84,3,0,1426,0,74,2,0,372.28,14.25,323,NETBANKING,0,11.28,20,16.51,LOW,ALLOW,Extreme amount deviation
TXN002031,12360,393.33,6,0,1177,0,40,0,0,487.73,0.8,1991,UPI,0,19.97,0,7.99,LOW,ALLOW,No major risk signals
TXN002032,10575,1288.3,15,0,1121,0,3,1,0,878.49,1.46,356,CARD,0,37.02,0,14.81,LOW,ALLOW,No major risk signals
TXN002033,12933,356.58,1,0,906,0,36,0,0,502.09,0.71,979,UPI,0,13.9,0,5.56,LOW,ALLOW,No major risk signals
TXN002034,12003,1375.25,20,0,1491,0,18,0,0,855.99,1.6,831,UPI,0,13.02,0,5.21,LOW,ALLOW,No major risk signals
TXN002035,11307,463.38,21,0,531,0,42,0,1,1200.92,0.39,18,UPI,0,35.46,0,14.19,LOW,ALLOW,No major risk signals
TXN002036,11956,2514.47,22,0,1377,0,37,3,0,294.05,8.52,828,UPI,0,30.36,28,28.95,LOW,ALLOW,Elevated velocity | Extreme amount deviation
TXN002037,12734,824.6,13,0,673,0,86,0,2,474.2,1.74,659,UPI,0,37.83,8,19.93,LOW,ALLOW,Repeated failed attempts
TXN002038,12020,934.03,13,1,11,0,23,1,1,342.92,2.72,570,UPI,0,15.46,22,19.38,LOW,ALLOW,New device | Above-normal amount
TXN002039,12212,3591.94,7,0,1438,0,76,2,0,371.54,9.64,679,CARD,0,38.28,20,27.31,LOW,ALLOW,Extreme amount deviation
TXN002040,12352,481.52,5,0,778,0,95,0,0,303.38,1.58,274,UPI,0,6.96,0,2.78,LOW,ALLOW,No major risk signals
TXN002041,11655,1606.99,21,0,934,0,64,2,0,360.97,4.44,1207,CARD,1,61.35,15,33.54,LOW,ALLOW,High amount deviation
TXN002042,11579,524.04,6,0,484,0,85,0,0,763.85,0.69,387,UPI,0,26.51,0,10.6,LOW,ALLOW,No major risk signals
TXN002043,11847,2482.08,6,0,1463,0,48,0,0,199.41,12.39,903,CARD,0,9.36,20,15.75,LOW,ALLOW,Extreme amount deviation
TXN002044,12203,4100.0,1,0,853,1,620,0,0,399.0,10.25,803,UPI,0,34.17,35,34.67,LOW,ALLOW,Location change | Extreme amount deviation
TXN002045,11390,718.04,3,0,1102,0,47,0,0,261.82,2.73,1737,CARD,0,6.19,7,6.68,LOW,ALLOW,Above-normal amount
TXN002046,11742,139.08,12,0,730,1,1113,2,0,518.73,0.27,171,NETBANKING,0,15.01,35,27.0,LOW,ALLOW,Location change | Large distance | Location change + large distance
TXN002047,11925,500.24,9,0,550,0,99,2,1,1475.78,0.34,1772,CARD,0,29.03,0,11.61,LOW,ALLOW,No major risk signals
TXN002048,10619,7099.22,8,0,423,0,46,1,1,1075.58,6.59,1161,CARD,0,16.2,15,15.48,LOW,ALLOW,High amount deviation
TXN002049,11274,542.78,14,0,909,0,20,1,0,290.32,1.86,36,CARD,0,27.73,0,11.09,LOW,ALLOW,No major risk signals
TXN002050,10956,4045.53,11,0,424,1,604,2,0,250.16,16.11,1117,CARD,0,52.46,35,41.98,MEDIUM,STEP-UP VERIFICATION,Location change | Extreme amount deviation
TXN002051,11939,536.28,9,0,125,0,8,1,0,467.75,1.14,1249,UPI,0,43.48,0,17.39,LOW,ALLOW,No major risk signals
TXN002052,12381,525.13,18,0,114,0,67,0,0,996.31,0.53,1956,UPI,0,15.39,0,6.15,LOW,ALLOW,No major risk signals
TXN002053,10968,1741.16,20,0,1089,0,88,2,0,1078.66,1.61,1202,UPI,0,48.43,0,19.37,LOW,ALLOW,No major risk signals
TXN002054,12558,1572.53,4,1,15,0,79,0,0,113.42,13.74,1628,UPI,1,98.51,45,66.41,MEDIUM,STEP-UP VERIFICATION,New device | Extreme amount deviation | New device + unusual amount
TXN002055,11316,1852.61,6,0,445,0,73,2,0,1060.9,1.74,1051,UPI,0,59.42,0,23.77,LOW,ALLOW,No major risk signals
TXN002056,11043,901.6,19,1,11,0,73,2,0,943.41,0.95,1339,CARD,0,17.26,15,15.9,LOW,ALLOW,New device
TXN002057,10281,2162.9,10,0,704,0,94,1,0,282.92,7.62,1844,UPI,0,25.68,20,22.27,LOW,ALLOW,Extreme amount deviation
TXN002058,12844,2033.01,15,0,755,0,24,2,0,828.56,2.45,1074,CARD,0,43.75,7,21.7,LOW,ALLOW,Above-normal amount
TXN002059,12166,2384.33,12,0,250,0,72,2,0,786.43,3.03,881,UPI,0,52.06,7,25.02,LOW,ALLOW,Above-normal amount
TXN002060,11058,528.46,3,0,1372,0,27,0,0,434.85,1.21,27,NETBANKING,0,34.79,0,13.91,LOW,ALLOW,No major risk signals
TXN002061,10197,2161.56,15,0,508,0,77,2,0,285.6,7.54,198,CARD,0,15.01,20,18.0,LOW,ALLOW,Extreme amount deviation
TXN002062,12532,576.44,12,0,421,0,4,0,0,483.36,1.19,209,UPI,0,14.92,0,5.97,LOW,ALLOW,No major risk signals
TXN002063,11082,785.61,0,0,1172,0,73,1,0,717.79,1.09,1389,CARD,0,18.74,0,7.49,LOW,ALLOW,No major risk signals
TXN002064,12884,772.03,21,0,1122,0,37,2,0,415.21,1.85,495,CARD,0,25.55,0,10.22,LOW,ALLOW,No major risk signals
TXN002065,11184,384.37,3,0,474,0,27,2,0,1224.01,0.31,1086,CARD,0,32.75,0,13.1,LOW,ALLOW,No major risk signals
TXN002066,11008,205.37,14,0,1147,0,73,0,0,524.82,0.39,89,UPI,0,34.55,0,13.82,LOW,ALLOW,No major risk signals
TXN002067,12738,2540.63,20,0,348,0,32,2,1,513.7,4.94,1342,CARD,0,12.79,15,14.12,LOW,ALLOW,High amount deviation
TXN002068,11229,494.27,15,0,1370,0,47,2,0,517.11,0.95,1302,UPI,0,27.35,0,10.94,LOW,ALLOW,No major risk signals
TXN002069,11035,713.88,3,0,322,1,1849,1,0,433.67,1.64,803,WALLET,0,17.18,40,30.87,LOW,ALLOW,Location change | Very large distance | Location change + large distance
TXN002070,10489,482.46,16,0,795,0,63,2,0,430.27,1.12,1657,CARD,0,26.56,0,10.63,LOW,ALLOW,No major risk signals
TXN002071,10275,721.87,10,0,545,0,94,1,0,592.86,1.22,1635,WALLET,0,14.57,0,5.83,LOW,ALLOW,No major risk signals
TXN002072,12740,584.05,4,1,3,0,6,0,0,704.16,0.83,256,CARD,0,10.93,15,13.37,LOW,ALLOW,New device
TXN002073,12289,2663.03,12,0,1330,0,90,0,0,609.97,4.36,65,UPI,0,15.31,15,15.13,LOW,ALLOW,High amount deviation
TXN002074,11239,543.52,11,0,599,0,7,3,0,689.69,0.79,1886,UPI,0,15.84,8,11.14,LOW,ALLOW,Elevated velocity
TXN002075,11274,3855.94,22,0,791,0,13,2,1,629.28,6.12,198,WALLET,0,24.06,15,18.62,LOW,ALLOW,High amount deviation
TXN002076,10125,2364.64,2,0,173,1,1191,0,0,879.15,2.69,1533,UPI,1,20.59,42,33.43,LOW,ALLOW,Location change | Above-normal amount | Large distance | Location change + large distance
TXN002077,10216,599.87,3,0,338,0,2,1,0,291.74,2.05,1467,UPI,0,23.47,7,13.59,LOW,ALLOW,Above-normal amount
TXN002078,11208,1178.31,9,0,47,0,3,1,0,325.2,3.61,1182,UPI,0,49.58,7,24.03,LOW,ALLOW,Above-normal amount
TXN002079,11246,1396.11,8,0,854,0,19,1,0,313.9,4.43,273,UPI,0,23.54,15,18.42,LOW,ALLOW,High amount deviation
TXN002080,12542,1836.04,9,1,18,0,62,2,0,338.79,5.4,746,UPI,0,62.02,40,48.81,MEDIUM,STEP-UP VERIFICATION,New device | High amount deviation | New device + unusual amount
TXN002081,12474,1996.99,12,0,1219,0,76,4,1,447.57,4.45,975,UPI,0,35.32,23,27.93,LOW,ALLOW,Elevated velocity | High amount deviation
TXN002082,10918,1052.2,0,0,920,0,69,3,1,409.14,2.57,713,WALLET,0,45.64,15,27.25,LOW,ALLOW,Elevated velocity | Above-normal amount
TXN002083,11317,398.91,11,0,1165,0,3,1,0,657.25,0.61,1467,CARD,0,25.44,0,10.18,LOW,ALLOW,No major risk signals
TXN002084,12198,1548.06,10,0,254,0,20,3,0,845.3,1.83,1419,UPI,0,13.79,8,10.31,LOW,ALLOW,Elevated velocity
TXN002085,12431,734.34,20,0,881,0,85,2,2,1193.66,0.61,849,UPI,0,17.32,8,11.73,LOW,ALLOW,Repeated failed attempts
TXN002086,11661,83.86,7,1,3,0,42,1,0,737.37,0.11,591,UPI,0,9.7,15,12.88,LOW,ALLOW,New device
TXN002087,10307,1251.05,22,0,183,0,50,1,0,580.22,2.15,527,UPI,0,47.52,7,23.21,LOW,ALLOW,Above-normal amount
TXN002088,11359,481.07,13,1,12,0,82,3,0,1224.12,0.39,543,NETBANKING,0,25.64,23,24.05,LOW,ALLOW,New device | Elevated velocity
TXN002089,11969,608.12,13,0,367,0,86,2,0,579.45,1.05,482,UPI,0,25.11,0,10.04,LOW,ALLOW,No major risk signals
TXN002090,12793,902.45,19,0,536,0,16,1,0,679.6,1.33,1719,UPI,0,19.61,0,7.85,LOW,ALLOW,No major risk signals
TXN002091,10891,239.7,22,1,19,0,3,3,0,409.33,0.58,616,CARD,0,13.32,23,19.13,LOW,ALLOW,New device | Elevated velocity
TXN002092,10374,1010.48,16,0,1047,0,31,0,1,335.15,3.01,710,UPI,0,36.59,7,18.83,LOW,ALLOW,Above-normal amount
TXN002093,12033,685.95,21,0,1199,0,28,1,0,1028.02,0.67,1964,UPI,1,20.7,0,8.28,LOW,ALLOW,No major risk signals
TXN002094,11364,425.97,18,0,828,0,94,3,0,655.52,0.65,1351,NETBANKING,0,16.08,8,11.23,LOW,ALLOW,Elevated velocity
TXN002095,10128,933.84,19,0,428,0,84,3,0,502.06,1.86,590,UPI,0,24.13,8,14.45,LOW,ALLOW,Elevated velocity
TXN002096,11014,213.44,23,0,131,1,298,1,0,506.96,0.42,1631,WALLET,0,11.05,15,13.42,LOW,ALLOW,Location change
TXN002097,11799,957.46,20,0,1018,1,697,2,2,920.32,1.04,578,UPI,0,22.02,23,22.61,LOW,ALLOW,Location change | Repeated failed attempts
TXN002098,12716,1339.44,20,0,1302,0,40,1,1,595.59,2.25,1657,UPI,0,38.65,7,19.66,LOW,ALLOW,Above-normal amount
TXN002099,11381,1163.82,16,0,514,0,36,3,2,984.99,1.18,674,CARD,0,32.11,16,22.44,LOW,ALLOW,Elevated velocity | Repeated failed attempts
TXN002100,10516,1755.57,5,1,12,0,45,0,0,187.36,9.32,1499,NETBANKING,1,98.17,45,66.27,MEDIUM,STEP-UP VERIFICATION,New device | Extreme amount deviation | New device + unusual amount
TXN002101,11518,2417.65,13,0,203,0,9,2,0,1438.45,1.68,1874,CARD,0,25.4,0,10.16,LOW,ALLOW,No major risk signals
TXN002102,10085,837.86,17,0,1411,0,99,2,0,452.93,1.85,162,UPI,0,34.72,0,13.89,LOW,ALLOW,No major risk signals
TXN002103,11198,2278.18,16,1,13,0,91,2,0,525.46,4.33,1638,UPI,0,41.13,40,40.45,MEDIUM,STEP-UP VERIFICATION,New device | High amount deviation | New device + unusual amount
TXN002104,12358,835.21,5,0,1492,0,83,2,0,560.49,1.49,895,NETBANKING,0,7.45,0,2.98,LOW,ALLOW,No major risk signals
TXN002105,11142,495.45,4,0,1083,0,22,2,2,609.45,0.81,682,UPI,0,9.01,8,8.4,LOW,ALLOW,Repeated failed attempts
TXN002106,12474,643.01,12,0,582,0,3,1,1,469.92,1.37,372,UPI,0,24.29,0,9.71,LOW,ALLOW,No major risk signals
TXN002107,11993,1126.57,15,0,96,0,57,0,1,477.13,2.36,1041,CARD,0,49.16,7,23.87,LOW,ALLOW,Above-normal amount
TXN002108,12161,2258.38,20,0,517,0,55,0,0,292.72,7.69,1393,UPI,0,27.74,20,23.1,LOW,ALLOW,Extreme amount deviation
TXN002109,10302,898.96,8,0,814,0,48,1,0,1041.87,0.86,1665,WALLET,0,27.76,0,11.1,LOW,ALLOW,No major risk signals
TXN002110,12791,506.43,11,0,1171,0,25,2,1,351.36,1.44,150,CARD,0,23.51,0,9.41,LOW,ALLOW,No major risk signals
TXN002111,10587,3064.44,9,0,870,0,42,2,0,297.28,10.27,326,NETBANKING,0,4.97,20,13.99,LOW,ALLOW,Extreme amount deviation
TXN002112,10986,265.18,12,0,750,0,85,2,0,573.89,0.46,401,CARD,0,25.96,0,10.39,LOW,ALLOW,No major risk signals
TXN002113,11863,509.22,18,0,1410,0,45,0,0,1240.25,0.41,249,NETBANKING,0,41.47,0,16.59,LOW,ALLOW,No major risk signals
TXN002114,10344,1917.67,15,0,277,0,27,0,1,508.42,3.76,515,WALLET,0,24.35,7,13.94,LOW,ALLOW,Above-normal amount
TXN002115,10813,4029.87,16,0,1148,0,8,5,0,159.72,25.07,638,WALLET,1,88.07,40,59.23,MEDIUM,STEP-UP VERIFICATION,High velocity | Extreme amount deviation
TXN002116,11987,1350.97,15,0,1367,0,84,3,2,937.05,1.44,1659,UPI,0,10.46,16,13.78,LOW,ALLOW,Elevated velocity | Repeated failed attempts
TXN002117,12848,1110.32,13,0,488,0,4,1,0,530.82,2.09,882,WALLET,0,39.94,7,20.17,LOW,ALLOW,Above-normal amount
TXN002118,11310,701.18,15,0,1155,0,19,1,0,476.22,1.47,36,UPI,0,38.15,0,15.26,LOW,ALLOW,No major risk signals
TXN002119,11999,1430.62,23,0,755,0,40,2,0,636.75,2.24,1343,CARD,0,23.91,7,13.76,LOW,ALLOW,Above-normal amount
TXN002120,11677,1002.21,14,0,1035,0,81,1,0,277.07,3.6,908,NETBANKING,0,27.47,7,15.19,LOW,ALLOW,Above-normal amount
TXN002121,11327,472.79,11,0,1184,0,95,2,0,692.76,0.68,810,UPI,0,16.09,0,6.44,LOW,ALLOW,No major risk signals
TXN002122,11092,690.46,4,0,405,0,62,2,1,262.3,2.62,1768,NETBANKING,0,12.13,7,9.05,LOW,ALLOW,Above-normal amount
TXN002123,12408,429.52,10,0,923,0,88,1,3,308.71,1.39,165,WALLET,0,17.64,15,16.06,LOW,ALLOW,Multiple failed attempts
TXN002124,11009,908.3,4,0,910,1,597,1,0,439.44,2.06,222,UPI,0,19.66,22,21.06,LOW,ALLOW,Location change | Above-normal amount
TXN002125,10703,1030.26,23,0,1465,0,43,1,0,885.79,1.16,189,NETBANKING,0,63.92,0,25.57,LOW,ALLOW,No major risk signals
TXN002126,10574,3601.93,23,0,509,0,39,0,1,426.6,8.42,806,CARD,0,27.74,20,23.1,LOW,ALLOW,Extreme amount deviation
TXN002127,11608,540.35,10,1,9,0,3,0,0,1631.36,0.33,102,WALLET,0,5.93,15,11.37,LOW,ALLOW,New device
TXN002128,11112,769.96,1,0,965,0,76,1,0,127.97,5.97,1222,UPI,0,6.42,15,11.57,LOW,ALLOW,High amount deviation
TXN002129,10687,2618.36,18,0,131,0,67,0,0,199.95,13.03,1277,NETBANKING,0,15.11,20,18.04,LOW,ALLOW,Extreme amount deviation
TXN002130,12828,4164.39,16,0,86,0,25,1,0,373.61,11.12,1874,CARD,1,81.46,20,44.58,MEDIUM,STEP-UP VERIFICATION,Extreme amount deviation
TXN002131,12632,1344.13,18,0,1246,0,0,1,0,314.89,4.26,838,CARD,0,33.78,15,22.51,LOW,ALLOW,High amount deviation
