transaction_id,customer_id,amount,transaction_hour,is_new_device,device_age_days,location_change,distance_from_last_transaction,transactions_last_10min,failed_attempts,avg_customer_amount,amount_deviation,customer_account_age_days,payment_method,fraud,ml_score,behavioural_score,risk_score,risk_level
TXN003076,10039,1503.24,19,0,514,0,44,2,0,869.5,1.73,479,UPI,0,64.19,0,25.68,LOW
TXN008072,11189,469.97,23,1,18,0,96,1,0,347.47,1.35,756,CARD,0,30.01,15,21.01,LOW
TXN001801,10959,1321.87,20,0,247,1,1208,2,1,206.52,6.37,1817,UPI,0,26.02,50,40.41,MEDIUM
TXN002002,12008,1594.62,23,0,1309,0,29,1,0,612.42,2.6,493,CARD,0,27.75,7,15.3,LOW
TXN010416,11257,2641.72,5,0,1358,0,42,3,0,538.14,4.9,214,CARD,0,12.83,23,18.93,LOW
TXN001418,10750,9014.38,17,0,1192,0,57,1,2,349.9,25.69,1033,UPI,0,48.11,28,36.04,LOW
TXN003474,11681,304.09,6,0,1344,0,17,1,0,858.58,0.35,896,UPI,0,29.15,0,11.66,LOW
TXN002076,10125,2364.64,2,0,173,1,1191,0,0,879.15,2.69,1533,UPI,1,20.59,42,33.43,LOW
TXN008333,11892,1786.4,4,0,700,0,38,2,0,871.8,2.05,1813,UPI,0,62.49,7,29.2,LOW
TXN002364,10656,1869.87,10,0,1322,0,31,1,0,256.45,7.26,334,WALLET,1,22.41,20,20.96,LOW
TXN006487,12280,1059.39,2,0,771,0,72,3,1,828.96,1.28,914,UPI,0,36.12,8,19.25,LOW
TXN004497,10369,1048.61,11,0,1339,1,2160,0,1,379.0,2.76,464,UPI,0,48.76,47,47.7,MEDIUM
TXN008522,12173,1136.64,10,0,1089,0,20,0,0,538.85,2.11,1660,CARD,0,27.99,7,15.39,LOW
TXN001512,12941,363.66,15,0,931,0,78,4,0,676.01,0.54,303,UPI,0,18.17,8,12.07,LOW
TXN008903,10436,1025.66,8,0,1045,0,38,2,0,397.73,2.57,691,CARD,0,22.86,7,13.34,LOW
TXN008536,12705,341.66,21,0,486,0,47,2,0,1526.81,0.22,1405,CARD,0,15.8,0,6.32,LOW
TXN010206,12293,2018.04,14,0,305,0,11,2,0,250.04,8.04,1038,UPI,0,34.82,20,25.93,LOW
TXN005900,12182,285.09,8,0,181,0,67,2,0,185.23,1.53,152,UPI,0,28.55,0,11.42,LOW
TXN001084,12136,398.85,13,0,279,0,34,1,0,308.59,1.29,790,CARD,0,25.75,0,10.3,LOW
TXN002392,10480,826.65,21,1,8,0,40,2,0,297.83,2.77,1700,NETBANKING,1,8.79,22,16.72,LOW
TXN003972,12204,3629.25,14,1,12,0,97,1,0,238.22,15.17,178,CARD,1,98.87,45,66.55,MEDIUM
TXN003695,10056,1439.61,13,0,127,0,23,2,0,428.33,3.35,390,UPI,0,23.24,7,13.49,LOW
TXN006034,11119,521.87,3,0,1012,0,39,1,0,249.58,2.08,1547,UPI,0,9.45,7,7.98,LOW
TXN011484,12744,1058.25,2,0,746,0,60,0,0,221.28,4.76,1044,CARD,0,20.02,15,17.01,LOW
TXN009923,12427,788.94,5,0,1115,0,20,4,1,775.96,1.02,1384,UPI,0,27.32,8,15.73,LOW
TXN005686,10657,3006.36,16,0,204,0,14,1,0,466.71,6.43,1043,WALLET,1,49.51,15,28.8,LOW
TXN010151,10655,2790.2,17,0,563,0,5,1,0,328.4,8.47,1787,CARD,0,14.35,20,17.74,LOW
TXN005954,12537,1981.2,21,0,1063,0,16,1,1,109.42,17.94,1114,WALLET,0,53.62,20,33.45,LOW
TXN009371,10253,760.94,0,1,10,0,11,1,0,254.11,2.98,1267,NETBANKING,0,29.38,22,24.95,LOW
TXN011638,11507,1128.26,19,0,1484,0,39,1,0,653.34,1.72,522,NETBANKING,0,42.41,0,16.96,LOW
TXN006542,10490,451.26,11,0,1196,0,60,2,1,427.64,1.05,1339,CARD,0,24.43,0,9.77,LOW
TXN007544,11244,670.01,16,0,229,0,88,2,2,205.88,3.24,490,UPI,0,38.61,15,24.44,LOW
TXN009739,11088,1915.32,10,0,242,0,57,1,0,1313.36,1.46,1891,CARD,0,47.71,0,19.08,LOW
TXN011756,12970,280.91,15,0,619,0,7,0,0,113.52,2.45,887,UPI,0,27.99,7,15.4,LOW
TXN007362,12699,844.64,14,0,1293,0,31,3,0,706.54,1.19,915,CARD,0,29.74,8,16.7,LOW
TXN007865,11169,503.56,4,1,0,0,53,3,0,2396.7,0.21,1409,UPI,0,2.51,23,14.8,LOW
TXN004173,10699,537.19,22,0,361,0,99,1,1,174.17,3.07,1298,UPI,0,18.3,7,11.52,LOW
TXN008720,10378,1625.29,20,0,784,0,22,0,1,220.82,7.33,349,CARD,0,17.73,20,19.09,LOW
TXN003201,11466,3089.05,23,0,1102,0,13,1,0,796.28,3.87,464,UPI,0,24.24,7,13.9,LOW
TXN001714,12084,625.95,0,0,1344,0,36,2,0,510.0,1.22,787,UPI,0,27.59,0,11.04,LOW
TXN006252,12996,1171.11,16,0,182,0,2,1,0,382.18,3.06,1747,WALLET,0,28.71,7,15.68,LOW
TXN011280,12768,80.83,1,0,1396,0,43,0,1,409.89,0.2,1870,NETBANKING,0,10.11,0,4.04,LOW
TXN003959,10306,172.1,2,0,732,1,2350,2,0,761.99,0.23,928,CARD,0,41.97,40,40.79,MEDIUM
TXN001868,12163,817.61,18,0,1449,0,54,1,0,338.3,2.41,285,UPI,0,37.92,7,19.37,LOW
TXN001355,12541,207.64,9,0,533,0,86,1,1,1041.89,0.2,1165,UPI,0,25.51,0,10.2,LOW
TXN001013,11810,1262.31,17,0,315,0,40,0,0,1442.68,0.87,1885,WALLET,0,25.53,0,10.21,LOW
TXN004031,12324,419.44,23,0,144,0,45,1,0,481.64,0.87,64,UPI,0,29.91,0,11.97,LOW
TXN002881,10580,1240.96,23,0,1011,0,14,1,0,320.42,3.86,1120,CARD,0,46.13,7,22.65,LOW
TXN010807,10840,3629.88,8,0,34,0,87,1,0,258.07,14.01,1392,WALLET,0,44.87,20,29.95,LOW
TXN000801,12448,566.67,10,0,897,0,53,1,0,474.58,1.19,1728,UPI,0,24.23,0,9.69,LOW
TXN005867,12081,1622.07,14,0,1376,0,58,3,0,555.3,2.92,1512,UPI,0,36.71,15,23.68,LOW
TXN004968,10949,1235.3,18,1,18,0,18,2,0,675.75,1.83,1780,WALLET,0,20.46,15,17.18,LOW
TXN006501,11563,2465.69,13,0,398,0,26,2,0,482.48,5.1,445,UPI,0,16.54,15,15.61,LOW
TXN004821,11530,217.26,18,0,1026,0,19,1,0,239.58,0.9,1825,NETBANKING,0,17.54,0,7.02,LOW
TXN004018,12052,183.57,16,0,1400,0,9,1,0,1526.21,0.12,290,UPI,0,3.3,0,1.32,LOW
TXN001115,12035,2394.71,16,1,12,1,1273,1,0,725.02,3.3,1916,CARD,0,47.87,67,59.35,MEDIUM
TXN000574,10595,587.51,4,0,915,0,55,0,0,237.33,2.47,340,UPI,0,8.13,7,7.45,LOW
TXN005929,12176,1008.68,5,0,53,0,10,1,0,1105.65,0.91,611,UPI,0,29.55,0,11.82,LOW
TXN011080,12987,310.72,6,0,918,0,28,0,0,289.83,1.07,332,CARD,1,10.0,0,4.0,LOW
TXN003360,12096,534.4,20,0,864,0,68,0,0,1085.72,0.49,1920,UPI,0,38.44,0,15.38,LOW
TXN001976,11291,3682.56,23,0,739,0,3,0,1,1849.46,1.99,1734,WALLET,0,14.54,0,5.82,LOW
TXN008559,12766,291.67,1,1,5,0,29,3,0,230.52,1.26,537,CARD,0,21.57,23,22.43,LOW
TXN001469,10777,647.63,23,0,119,0,44,1,0,214.65,3.0,526,WALLET,0,47.4,7,23.16,LOW
TXN001386,11708,587.07,16,0,1062,1,2011,2,1,705.96,0.83,810,NETBANKING,0,41.21,40,40.48,MEDIUM
TXN004769,11387,574.98,1,0,56,0,53,2,0,363.51,1.58,1555,CARD,0,25.23,0,10.09,LOW
TXN000063,10034,759.18,5,0,1293,0,44,1,2,207.56,3.64,598,UPI,0,11.1,15,13.44,LOW
TXN005862,10783,3227.69,4,0,277,0,82,1,0,465.04,6.93,1239,UPI,0,36.23,15,23.49,LOW
TXN001357,12713,1318.54,14,0,635,0,52,0,1,1303.4,1.01,1368,UPI,0,21.91,0,8.77,LOW
TXN008318,11860,593.07,15,0,165,0,52,0,0,529.52,1.12,1636,UPI,0,19.13,0,7.65,LOW
TXN009741,12423,712.74,7,0,574,0,95,2,0,444.48,1.6,1984,NETBANKING,0,15.73,0,6.29,LOW
TXN004416,11341,226.04,7,0,121,0,80,3,0,1110.38,0.2,1977,CARD,0,34.71,8,18.68,LOW
TXN011389,12786,979.21,13,0,817,0,46,3,0,313.17,3.12,1957,UPI,0,24.33,15,18.73,LOW
TXN004269,10976,1324.25,13,0,1377,0,53,0,1,399.11,3.31,1836,NETBANKING,0,23.66,7,13.66,LOW
TXN004815,11855,1781.04,10,0,794,0,21,0,1,816.84,2.18,1696,UPI,0,22.65,7,13.26,LOW
TXN009083,12165,935.65,8,0,791,0,96,4,0,458.15,2.04,1496,UPI,0,62.08,15,33.83,LOW
TXN007643,10432,1864.0,12,0,136,0,21,2,0,1379.5,1.35,1872,NETBANKING,0,27.63,0,11.05,LOW
TXN001849,12635,1746.38,14,0,237,0,44,0,0,533.96,3.26,855,WALLET,0,39.69,7,20.08,LOW
TXN007979,10309,585.54,3,1,6,0,22,1,0,1101.91,0.53,1081,UPI,0,16.43,15,15.57,LOW
TXN004702,12294,2026.14,15,0,978,1,513,0,1,406.91,4.97,1691,CARD,0,22.04,30,26.81,LOW
TXN008663,10834,233.52,13,0,788,0,5,4,0,355.92,0.65,1394,UPI,0,26.74,8,15.5,LOW
TXN002313,10035,3584.35,19,0,1055,0,36,2,1,298.22,11.98,1411,NETBANKING,0,10.31,20,16.13,LOW
TXN011946,11638,225.44,3,0,361,0,89,1,0,436.17,0.52,807,UPI,0,23.85,0,9.54,LOW
TXN011033,12354,682.34,16,0,521,0,49,1,0,596.04,1.14,181,NETBANKING,0,23.2,0,9.28,LOW
TXN006194,10117,2852.63,8,0,561,0,6,3,0,812.29,3.51,1211,UPI,0,8.47,15,12.39,LOW
TXN003181,10441,919.29,0,0,574,0,35,0,1,422.03,2.17,153,CARD,0,27.59,7,15.24,LOW
TXN008505,11645,1083.28,20,0,846,0,37,0,0,1928.71,0.56,41,CARD,0,51.34,0,20.54,LOW
TXN002843,11019,677.43,19,0,537,0,42,3,0,981.09,0.69,493,UPI,0,29.99,8,16.79,LOW
TXN010461,10603,2134.48,1,0,1121,1,1285,0,0,1749.32,1.22,400,CARD,0,18.46,35,28.39,LOW
TXN004725,12977,1287.82,3,0,1238,0,0,1,0,653.9,1.97,397,WALLET,0,15.03,0,6.01,LOW
TXN006833,11605,1067.41,17,0,270,0,98,0,0,1155.29,0.92,1755,NETBANKING,0,27.61,0,11.04,LOW
TXN003294,10727,853.15,22,0,516,0,12,0,0,936.32,0.91,1074,NETBANKING,0,41.93,0,16.77,LOW
TXN005639,11943,628.22,0,0,1185,0,18,3,0,626.87,1.0,1031,UPI,0,22.67,8,13.87,LOW
TXN010441,10411,2936.8,13,1,1,0,60,5,0,654.39,4.48,136,UPI,0,39.51,60,51.8,MEDIUM
TXN010031,11070,926.69,8,0,41,0,76,0,1,856.13,1.08,1534,UPI,0,18.78,0,7.51,LOW
TXN011794,11798,848.32,9,1,3,0,15,2,0,264.38,3.2,1886,UPI,0,63.13,22,38.45,LOW
TXN005609,10389,391.2,19,0,949,0,87,3,1,251.67,1.55,287,UPI,0,15.91,8,11.17,LOW
TXN002458,12529,277.14,23,0,120,0,56,1,0,1149.69,0.24,1197,UPI,0,57.39,0,22.95,LOW
TXN009777,10386,2625.15,4,0,1399,0,61,3,0,437.7,5.98,661,NETBANKING,0,14.6,23,19.64,LOW
TXN007514,10935,626.18,14,0,891,0,86,0,1,1000.48,0.63,811,NETBANKING,0,30.91,0,12.37,LOW
TXN007848,11749,1612.96,13,0,1406,1,2151,2,1,368.19,4.37,1453,CARD,0,42.81,55,50.12,MEDIUM
TXN006104,12658,679.49,17,0,1078,0,76,3,0,153.25,4.41,358,UPI,0,13.33,23,19.13,LOW
TXN011765,10061,991.4,14,1,13,0,39,3,0,892.34,1.11,1815,NETBANKING,0,22.39,23,22.75,LOW
TXN001599,12109,487.42,12,0,410,0,51,2,0,460.96,1.06,1358,CARD,0,23.98,0,9.59,LOW
TXN006240,10329,1655.43,11,0,201,0,32,3,0,805.89,2.05,1451,WALLET,0,28.95,15,20.58,LOW
TXN005868,12700,470.83,12,0,656,0,53,1,0,328.07,1.43,518,UPI,0,35.81,0,14.33,LOW
TXN008926,11759,489.57,6,0,1099,0,54,1,1,202.53,2.41,989,CARD,0,14.55,7,10.02,LOW
TXN002168,12375,1952.47,20,0,877,1,1486,1,0,1097.87,1.78,1224,WALLET,0,45.44,35,39.18,LOW
TXN006732,12317,622.05,7,0,539,0,39,0,0,722.45,0.86,386,UPI,0,33.29,0,13.32,LOW
TXN011162,12645,611.09,13,0,576,0,39,1,1,1498.22,0.41,611,UPI,0,19.47,0,7.79,LOW
TXN010246,12689,2714.29,1,0,111,0,10,1,0,757.51,3.58,784,UPI,0,27.06,7,15.02,LOW
TXN004708,12410,1142.61,2,0,1422,0,34,0,0,1676.54,0.68,1933,CARD,0,3.89,0,1.56,LOW
TXN007752,12533,155.29,18,0,1464,0,21,2,0,1313.68,0.12,1229,UPI,0,6.71,0,2.68,LOW
TXN008881,11423,560.56,11,0,743,0,14,1,1,761.31,0.74,836,UPI,0,22.28,0,8.91,LOW
TXN006398,10556,1580.87,22,0,824,0,6,0,0,783.39,2.02,1451,NETBANKING,0,11.88,7,8.95,LOW
TXN009427,12835,2374.05,14,0,647,0,94,3,2,997.49,2.38,225,NETBANKING,0,17.63,23,20.85,LOW
TXN000982,11063,3038.89,15,0,1043,0,0,2,0,1554.15,1.95,1509,CARD,0,35.79,0,14.32,LOW
TXN011458,11548,1971.18,6,0,509,0,0,1,1,589.47,3.34,1918,UPI,0,55.64,7,26.46,LOW
TXN004175,12038,572.99,4,0,408,0,97,3,0,1506.43,0.38,1983,UPI,0,19.5,8,12.6,LOW
TXN001324,10706,3102.24,0,1,8,0,94,2,0,804.92,3.85,358,UPI,1,41.42,22,29.77,LOW
TXN008191,10148,2705.63,19,0,846,0,95,1,0,284.16,9.49,1163,NETBANKING,0,24.19,20,21.68,LOW
TXN007590,11204,1223.17,16,0,1202,0,53,1,0,722.01,1.69,1416,CARD,0,28.52,0,11.41,LOW
TXN003818,11697,971.3,6,0,816,0,65,0,0,143.13,6.74,1765,UPI,0,13.51,15,14.4,LOW
TXN009438,11963,2312.19,13,0,101,0,64,1,1,148.69,15.45,143,UPI,0,38.59,20,27.44,LOW
TXN006498,10698,2167.04,16,0,200,0,45,0,1,432.37,5.0,1171,CARD,1,42.55,15,26.02,LOW
TXN001784,11809,420.48,22,1,16,0,21,1,0,323.94,1.29,1522,CARD,0,16.53,15,15.61,LOW
TXN009614,11069,1317.0,10,0,55,0,93,2,2,734.65,1.79,774,UPI,0,35.81,8,19.13,LOW
TXN005816,11902,261.88,4,0,555,0,38,1,1,411.24,0.64,368,UPI,0,11.43,0,4.57,LOW
TXN002659,12421,710.4,8,0,1255,0,89,0,0,936.94,0.76,1339,CARD,0,17.22,0,6.89,LOW
TXN004881,10394,301.93,11,0,1111,0,61,1,0,1236.89,0.24,459,UPI,0,34.48,0,13.79,LOW
TXN008706,11218,4435.12,20,0,986,0,16,0,0,627.84,7.05,1711,UPI,0,12.12,20,16.85,LOW
TXN001229,12203,1458.81,2,0,1072,0,10,0,1,572.37,2.54,379,UPI,0,33.35,7,17.54,LOW
TXN006856,11259,679.89,17,0,1405,0,62,1,1,877.76,0.77,469,UPI,0,40.85,0,16.34,LOW
TXN010207,11199,569.38,14,0,121,1,1309,0,0,374.92,1.51,1030,UPI,0,18.11,35,28.24,LOW
TXN003798,11884,361.6,7,0,1041,0,4,0,1,426.28,0.85,1821,UPI,0,35.99,0,14.4,LOW
TXN006394,11923,1243.06,22,0,1279,0,68,0,1,229.69,5.39,1839,CARD,0,6.66,15,11.66,LOW
TXN001824,10583,456.64,4,0,847,0,27,0,0,279.05,1.63,249,CARD,0,14.17,0,5.67,LOW
TXN004880,12347,1745.53,13,0,1348,0,5,2,1,127.68,13.56,1363,UPI,0,54.97,20,33.99,LOW
TXN005999,10320,750.94,5,0,1275,0,86,2,1,467.38,1.6,1818,NETBANKING,0,22.46,0,8.98,LOW
TXN003780,11045,1223.38,21,0,207,0,73,3,0,315.12,3.87,984,UPI,0,56.42,15,31.57,LOW
TXN003318,11478,652.66,6,0,265,0,72,1,2,536.16,1.22,215,WALLET,0,48.08,8,24.03,LOW
TXN000350,11768,1636.82,14,0,971,0,72,0,0,725.25,2.25,1156,UPI,0,50.24,7,24.3,LOW
TXN007767,11410,781.74,12,0,457,0,5,0,0,292.24,2.67,1530,UPI,0,37.06,7,19.03,LOW
TXN006564,10244,2664.31,16,0,51,0,49,2,0,710.32,3.75,1598,UPI,0,33.39,7,17.55,LOW
TXN004837,11955,2546.97,21,0,1191,0,22,1,0,707.37,3.6,92,NETBANKING,0,30.6,7,16.44,LOW
TXN002601,12496,3019.73,17,0,701,1,1120,2,0,354.76,8.49,1766,NETBANKING,1,39.01,55,48.61,MEDIUM
TXN004743,11337,3046.03,6,0,185,0,26,0,2,244.6,12.4,1715,CARD,0,9.41,28,20.56,LOW
TXN000768,12818,1711.25,7,0,741,0,61,1,0,434.6,3.93,1510,NETBANKING,0,40.61,7,20.44,LOW
TXN008326,12225,620.23,3,0,47,0,66,2,0,656.01,0.94,1064,NETBANKING,0,21.71,0,8.68,LOW
TXN011368,10709,910.07,20,0,1423,0,9,2,0,2344.51,0.39,1157,CARD,0,13.05,0,5.22,LOW
TXN011986,11329,257.66,21,0,115,0,88,1,1,596.35,0.43,1452,UPI,0,17.53,0,7.01,LOW
TXN001579,10824,494.72,16,0,287,0,97,0,1,478.43,1.03,712,CARD,0,30.6,0,12.24,LOW
TXN004065,10356,756.13,4,1,5,1,219,1,1,3280.17,0.23,338,NETBANKING,0,13.07,40,29.23,LOW
TXN004264,10442,5974.13,1,0,475,0,65,1,1,418.85,14.23,266,CARD,0,9.61,20,15.84,LOW
TXN009703,10183,875.26,19,0,869,0,39,1,1,447.97,1.95,1225,NETBANKING,0,35.95,0,14.38,LOW
TXN003639,10863,837.77,9,0,1443,0,10,3,0,260.92,3.2,1490,UPI,0,18.96,15,16.58,LOW
TXN007333,12166,904.64,19,0,1168,0,18,2,0,269.58,3.34,1049,NETBANKING,0,35.08,7,18.23,LOW
TXN000247,10146,2738.79,4,0,1480,0,61,1,0,920.02,2.97,1553,UPI,0,11.5,7,8.8,LOW
TXN001412,12711,457.63,22,0,576,0,11,3,0,709.26,0.64,1810,WALLET,0,17.9,8,11.96,LOW
TXN010333,12431,844.8,4,0,1402,0,22,1,1,202.34,4.15,58,CARD,0,11.48,15,13.59,LOW
TXN008747,10961,2005.83,1,1,6,0,92,2,1,1727.13,1.16,1752,NETBANKING,0,11.86,15,13.75,LOW
TXN001929,10548,605.52,1,0,711,0,87,0,0,731.2,0.83,690,UPI,0,26.53,0,10.61,LOW
TXN004877,12781,1185.55,22,0,1281,0,95,5,0,520.66,2.27,880,UPI,0,35.79,27,30.52,LOW
TXN001794,10590,4957.85,13,0,295,0,74,4,0,418.48,11.82,936,UPI,0,24.46,28,26.58,LOW
TXN009289,11760,820.82,17,0,671,0,83,2,0,1161.64,0.71,1604,UPI,0,22.39,0,8.96,LOW
TXN001873,11709,3061.94,3,0,75,0,82,1,0,792.53,3.86,476,CARD,0,40.32,7,20.33,LOW
TXN006297,11478,1481.46,1,0,59,0,78,0,0,149.24,9.86,315,UPI,0,37.16,20,26.87,LOW
TXN011477,12538,437.03,22,0,31,0,53,1,1,334.04,1.3,1321,CARD,0,19.91,0,7.96,LOW
TXN001647,11346,1109.33,16,0,363,0,41,0,1,765.99,1.45,742,CARD,0,52.95,0,21.18,LOW
TXN005845,12844,2444.6,11,0,1065,0,81,1,0,262.12,9.29,797,NETBANKING,0,17.34,20,18.94,LOW
TXN000010,11482,670.75,8,0,1380,0,60,1,0,1076.23,0.62,242,WALLET,0,25.61,0,10.24,LOW
TXN009149,11639,366.81,5,0,1209,0,44,1,0,415.45,0.88,587,CARD,0,21.36,0,8.54,LOW
TXN003351,11314,1024.85,11,0,1314,0,43,6,0,672.0,1.52,181,UPI,1,34.58,20,25.83,LOW
TXN009952,12504,268.02,10,0,128,0,84,1,1,387.05,0.69,209,UPI,0,35.44,0,14.18,LOW
TXN008055,12373,181.65,18,0,651,0,47,2,0,440.56,0.41,1799,UPI,0,19.96,0,7.99,LOW
TXN005892,11977,670.56,3,1,0,1,1463,1,0,1037.84,0.65,1603,WALLET,0,23.02,60,45.21,MEDIUM
TXN006438,11342,983.61,17,0,1456,0,81,0,2,277.1,3.54,1061,CARD,0,36.46,15,23.58,LOW
TXN004548,11573,848.75,16,0,221,1,748,2,0,304.9,2.77,544,WALLET,0,44.72,42,43.09,MEDIUM
TXN009930,11875,908.84,6,0,1168,0,88,1,0,390.16,2.32,135,UPI,0,24.56,7,14.02,LOW
TXN009968,10981,1222.5,3,0,443,0,6,0,1,188.24,6.46,1921,UPI,0,29.9,15,20.96,LOW
TXN008045,12579,986.02,20,0,328,0,52,1,0,1296.3,0.76,496,UPI,0,51.96,0,20.78,LOW
TXN007496,12137,1809.56,12,0,626,0,58,4,0,1298.83,1.39,994,CARD,0,51.21,8,25.28,LOW
TXN009949,12846,740.93,15,0,1491,0,89,1,0,313.72,2.35,1856,UPI,0,26.41,7,14.76,LOW
TXN010884,12710,509.84,20,1,0,0,77,4,0,1043.46,0.49,788,CARD,0,33.24,23,27.1,LOW
TXN007750,10982,1068.41,15,1,9,0,94,0,0,794.96,1.34,1755,NETBANKING,0,8.81,15,12.52,LOW
TXN009977,12959,1398.63,18,0,533,0,92,1,0,295.0,4.73,813,UPI,0,16.82,15,15.73,LOW
TXN007433,10842,393.44,3,0,735,0,24,1,0,357.98,1.1,1857,UPI,0,41.79,0,16.71,LOW
TXN008913,11221,3665.82,6,0,122,0,71,0,0,418.84,8.73,1881,UPI,1,71.17,20,40.47,MEDIUM
TXN008477,10473,1057.79,3,0,952,0,81,1,0,747.69,1.41,1898,WALLET,0,25.16,0,10.07,LOW
TXN004594,11162,262.97,8,0,912,0,16,2,0,1222.99,0.21,617,NETBANKING,1,20.17,0,8.07,LOW
TXN010437,10352,521.65,21,0,312,0,11,2,0,900.71,0.58,604,CARD,0,44.01,0,17.6,LOW
TXN009339,12287,314.99,18,1,13,0,48,3,0,1734.33,0.18,71,CARD,0,9.08,23,17.43,LOW
TXN006991,12173,524.48,1,0,362,0,59,1,0,236.83,2.21,216,CARD,0,19.68,7,12.07,LOW
TXN011259,11339,451.08,17,0,709,0,20,2,0,608.5,0.74,1518,NETBANKING,0,27.67,0,11.07,LOW
TXN004080,11296,878.43,11,0,1412,0,99,0,0,2482.97,0.35,1260,CARD,0,17.81,0,7.12,LOW
TXN004093,10494,1719.31,12,0,612,0,94,2,0,305.51,5.61,643,CARD,0,12.08,15,13.83,LOW
TXN005077,10639,1799.91,20,1,6,0,23,2,0,106.24,16.78,247,UPI,1,98.35,45,66.34,MEDIUM
TXN008494,11416,570.87,13,0,567,0,79,0,0,302.3,1.88,1759,CARD,0,14.14,0,5.66,LOW
TXN001899,12430,956.14,7,0,1167,0,25,3,0,281.49,3.38,747,CARD,0,37.1,15,23.84,LOW
TXN010981,10832,5049.78,21,0,1050,1,275,2,1,1197.94,4.21,1707,CARD,0,3.64,30,19.46,LOW
TXN006974,11867,208.6,20,0,913,0,76,1,0,878.62,0.24,1549,CARD,0,58.54,0,23.41,LOW
TXN000170,11363,226.08,3,0,1286,0,12,2,0,232.71,0.97,572,UPI,0,29.26,0,11.71,LOW
TXN003352,11455,351.98,9,0,853,0,90,0,0,1437.54,0.24,850,UPI,0,18.28,0,7.31,LOW
TXN002996,10636,1055.78,21,0,530,0,86,2,2,553.21,1.91,1365,UPI,0,19.18,8,12.47,LOW
TXN009577,12496,240.99,14,0,1241,0,97,0,1,439.75,0.55,1742,CARD,0,22.6,0,9.04,LOW
TXN008375,11635,185.74,1,0,144,0,95,3,3,978.34,0.19,1871,UPI,0,37.81,23,28.92,LOW
TXN003778,12455,428.4,11,0,499,0,57,0,0,510.24,0.84,611,UPI,1,31.71,0,12.69,LOW
TXN009574,10091,114.43,2,0,1261,0,68,0,0,880.64,0.13,1725,NETBANKING,0,20.63,0,8.25,LOW
TXN000733,11838,703.15,8,1,3,0,13,2,0,800.28,0.88,1396,UPI,0,8.51,15,12.41,LOW
TXN011764,11568,2304.57,19,0,813,0,87,1,0,498.34,4.62,449,UPI,0,24.51,15,18.8,LOW
TXN000006,12169,655.33,22,0,123,0,74,1,1,431.46,1.52,405,NETBANKING,0,47.44,0,18.98,LOW
TXN000928,10484,305.0,0,0,550,0,65,1,0,372.8,0.82,284,NETBANKING,0,14.7,0,5.88,LOW
TXN007751,10915,1573.04,20,0,389,0,90,1,1,816.14,1.93,1539,CARD,0,26.34,0,10.54,LOW
TXN007599,12725,881.57,20,0,534,0,62,6,0,446.7,1.97,782,CARD,0,64.83,20,37.93,LOW
TXN000380,11409,2103.38,1,0,533,0,38,1,0,555.2,3.78,512,UPI,0,34.36,7,17.94,LOW
TXN000429,11219,968.49,5,0,1493,0,11,0,0,663.32,1.46,428,UPI,0,6.6,0,2.64,LOW
TXN005560,10277,206.35,13,0,645,0,39,1,0,871.22,0.24,1693,WALLET,0,37.24,0,14.9,LOW
TXN008804,10211,5110.28,13,0,636,0,87,1,1,511.67,9.97,1407,UPI,0,13.58,20,17.43,LOW
TXN002410,11442,469.13,13,0,139,0,76,1,1,273.55,1.71,1709,UPI,0,30.13,0,12.05,LOW
TXN006303,12646,1407.03,20,0,1224,1,729,1,1,1851.93,0.76,447,UPI,1,40.83,35,37.33,LOW
TXN000851,11935,3765.39,14,0,573,0,32,0,0,868.83,4.33,61,UPI,0,18.47,15,16.39,LOW
TXN007576,10098,518.09,18,0,684,0,86,1,1,255.64,2.02,1854,NETBANKING,0,10.5,7,8.4,LOW
TXN001368,12981,1376.61,3,0,1121,0,39,2,1,483.72,2.84,1271,CARD,0,12.3,7,9.12,LOW
TXN002147,11624,2648.75,11,0,161,0,45,2,0,1061.96,2.49,887,UPI,0,49.22,7,23.89,LOW
TXN002895,10640,4550.09,20,0,1404,0,96,5,1,913.7,4.97,1422,CARD,0,3.15,35,22.26,LOW
TXN010290,10688,298.68,8,1,17,0,44,0,0,2039.53,0.15,1867,UPI,0,3.11,15,10.25,LOW
TXN002256,12425,1462.47,16,0,1061,0,75,2,1,395.41,3.69,1377,CARD,0,28.47,7,15.59,LOW
TXN011679,12108,265.11,2,0,1174,0,62,1,0,716.89,0.37,924,CARD,0,12.05,0,4.82,LOW
TXN008497,10808,685.59,12,0,1020,0,28,1,0,1681.91,0.41,1478,UPI,0,19.23,0,7.69,LOW
TXN007484,10545,1131.73,2,0,1245,0,76,1,1,593.41,1.9,1902,CARD,0,32.52,0,13.01,LOW
TXN002589,10758,1275.25,10,0,721,0,65,2,2,882.27,1.44,70,CARD,0,56.38,8,27.35,LOW
TXN009638,11869,555.43,12,0,376,0,34,3,1,912.72,0.61,39,UPI,0,17.78,8,11.91,LOW
TXN005761,11337,3304.27,0,0,1278,0,75,0,0,889.48,3.71,378,CARD,0,28.0,7,15.4,LOW
TXN001264,12161,1562.57,6,0,1235,0,49,0,1,452.6,3.44,1680,UPI,0,41.15,7,20.66,LOW
TXN000610,10234,3504.77,22,0,672,0,48,0,0,1386.87,2.53,362,NETBANKING,0,36.45,7,18.78,LOW
